Index,Titol,Valoracio,Data_critica,Gènere,Director,Interprets,Guio,Pais,Durada,Edat_recomanada,Distribuidora,Data_estrena
1214,La vida inmoral de la pareja ideal,5,08-09-2017,Comedia,Manolo Caro,"Andrés Almeida, Natasha Dupeyrón, Sebastián Aguirre",Manolo Caro,México,91 min.,, RosssCammm Films Distribution Consultancy ,08 de Septiembre de 2017
1215,Un tango más,7,01-09-2017,Documental,German Kral,"Juan Carlos Copes, María Nieves Rego, Melina Brutman","Daniel Speck, German Kral","Argentina, Alemania, Italia",85 min.,,Surtsey Films,01 de Septiembre de 2017
1216,Barry Seal: El traficante,7,01-09-2017,"Acción, Biografía",Doug Liman,"Caleb Landry Jones, Domhnall Gleeson, Tom Cruise",Gary Spinelli,EE UU,,,Universal Pictures,01 de Septiembre de 2017
1217,La niebla y la doncella,5,01-09-2017,Thriller,Andrés M. Koppel,"Aura Garrido, Quim Gutiérrez, Verónica Echegui",Andrés M. Koppel,España,,,DeaPlaneta,01 de Septiembre de 2017
1218,Rehenes,7,01-09-2017,Drama,Rezo Gigineishvili,"Avtandil Makharadze, Irakli Kvirikadze, Tinatin Dalakishvili","Lasha Bugadze, Rezo Gigineishvili","Rusia, Polonia, Georgia",103 min.,,Karma Films,01 de Septiembre de 2017
1219,Los casos de Victoria,8,01-09-2017,"Comedia, Drama, Romance",Justine Triet,"Melvil Poupaud, Vincent Lacoste, Virginie Efira","Justine Triet, Thomas Lévy-Lasne",Francia,97 min.,,La Aventura Audiovisual,01 de Septiembre de 2017
1220,Parada en el infierno (Stop Over in Hell),4,01-09-2017,"Crimen, Thriller, Western",Víctor Matellano,"Enzo G. Castellari, Nadia de Santiago, Tábata Cerezo","Antonio Durán, Juan Gabriel García, Víctor Matellano",España,92 min.,,Premium Cine,01 de Septiembre de 2017
1221,Verónica,8,25-08-2017,Terror,Paco Plaza,"Ana Torrent, Leticia Dolera, Sonia Almarcha",Fernando Navarro,España,92 min.,,Sony Pictures España,25 de Agosto de 2017
1222,"Ana, mon amour",8,25-08-2017,Drama,Calin Peter Netzer,"Carmen Tanase, Diana Cavallioti, Mircea Postelnicu","Calin Peter Netzer, Cezar Paul-Badescu, Iulia Lumânare","Rumania, Alemania, Francia",125 min.,,Golem Distribución,25 de Agosto de 2017
1223,En lugar del Sr. Stein,6,25-08-2017,"Comedia, Romance",Stéphane Robelin,"Fanny Valette, Pierre Richard, Yaniss Lespert",Stéphane Robelin,"Francia, Bélgica, Alemania",99 min.,,Surtsey Films,25 de Agosto de 2017
1224,Tadeo Jones 2: El secreto del Rey Midas,6,25-08-2017,Animación,Enrique Gato,"Adriana Ugarte, Michelle Jenner","Javier López Barreira, Jordi Gasull, Neil Landau",España,,,Paramount Pictures Spain,25 de Agosto de 2017
1225,Una cita en el parque,6,25-08-2017,"Comedia, Drama, Romance",Joel Hopkins,"Brendan Gleeson, Diane Keaton, James Norton",Robert Festinger,Reino Unido,102 min.,,Diamond Films España,25 de Agosto de 2017
1226,Death Note,7,25-08-2017,"Fantasía, Misterio, Terror",Adam Wingard,"Lakeith Stanfield, Margaret Qualley, Nat Wolff, Willem Dafoe","Charley Parlapanides, Jeremy Slater, Vlas Parlapanides",EE UU,101 min.,,Netflix,25 de Agosto de 2017
1227,Valerian y la ciudad de los mil planetas,7,18-08-2017,"Acción, Aventura, Ciencia-ficción",Luc Besson,"Cara Delevingne, Clive Owen, Dane DeHaan",Luc Besson,Francia,126 min.,,EOne Films,18 de Agosto de 2017
1228,La seducción,6,18-08-2017,Drama,Sofia Coppola,"Colin Farrel, Elle Fanning, Kirsten Dunst, nicole kidman",Sofia Coppola,EE UU,93 min.,,Universal Pictures,18 de Agosto de 2017
1229,Cézanne y yo,6,18-08-2017,"Biografía, Drama",Danièle Thompson,"Alice Pol, Guillaume Canet, Guillaume Gallienne",Danièle Thompson,Francia,117 min.,,VerCine,18 de Agosto de 2017
1230,La torre oscura,5,18-08-2017,"Acción, Aventura, Fantasía",Nikolaj Arcel,"Idris Elba, Katheryn Winnick, Matthew McConaughey","Akiva Goldsman, Anders Thomas Jensen, Jeff Pinkner, Nikolaj Arcel",EE UU,,,Sony Pictures España,18 de Agosto de 2017
1231,Rey Arturo: La leyenda de Excalibur,5,11-08-2017,"Acción, Aventura, Histórica",Guy Ritchie,"Annabelle Wallis, Charlie Hunnam, Jude Law","Guy Ritchie, Joby Harold",Estados Unidos,120,na,Warner Bros (es),11 de Agosto de 2017
1232,La hora del cambio,4,11-08-2017,Comedia,"Ficarra, Picone","Ficarra, Picone, Vincenzo Amato","Edoardo De Angelis, Fabrizio Testini, Ficarra, Nicola Guaglianone, Picone",Italia,92 min.,,Vértice Cine,11 de Agosto de 2017
1233,Abracadabra,8,04-08-2017,"Comedia, Drama",Pablo Berger,"Antonio de la Torre, José Mota, Maribel Verdú",Pablo Berger,España,,,Sony Pictures España,04 de Agosto de 2017
1234,Atómica,8,04-08-2017,"Acción, Thriller",David Leitch,"Charlize Theron, James McAvoy, Sofia Boutella",Kurt Johnstad,EE UU,115 min.,,DeaPlaneta,04 de Agosto de 2017
1235,La decisión del rey,8,04-08-2017,"Biografía, Drama, Histórica",Erik Poppe,"Anders Baasmo Christiansen, Jesper Christensen, Karl Markovics","Harald Rosenløw-Eeg, Jan Trygve Røyneland",Noruega,133 min.,,Sherlock Films,04 de Agosto de 2017
1236,Regreso a Montauk,7,04-08-2017,"Drama, Romance",Volker Schlöndorff,"Bronagh Gallagher, Nina Hoss, Stellan Skarsgård","Colm Tóibín, Volker Schlöndorff","Alemania, Irlanda, Francia",106 min.,,Golem Distribución,04 de Agosto de 2017
1237,Reparar a los vivos,8,04-08-2017,Drama,Katell Quillévéré,"Anne Dorval, Emmanuelle Seigner, Tahar Rahim","Gilles Taurand, Katell Quillévéré","Francia, Bélgica",103 min.,,Caramel,04 de Agosto de 2017
1238,Transformers: El último caballero,4,04-08-2017,"Acción, Aventura, Fantasía",Michael Bay,"Anthony Hopkins, Josh Duhamel, Mark Wahlberg","Art Marcum, Ken Nolan, Matt Holloway",EE UU,149 min.,,Paramount Pictures Spain,04 de Agosto de 2017
1239,El invierno,7,28-07-2017,Drama,Emiliano Torres,"Adrián Fondari, Alejandro Sieveking, Cristian Salguero","Emiliano Torres, Marcelo Chaparro",Argentina,95 min.,,Film Buró,28 de Julio de 2017
1240,Spider-Man: Homecoming,9,28-07-2017,"Acción, Aventura, Ciencia-ficción",Jon Watts,"Michael Keaton, Tom Holland, Zendaya","Chris McKenna, Christopher Ford, Erik Sommers, John Francis Daley, Jon Watts, Jonathan Goldstein",EE UU,133 min.,,Sony Pictures España,28 de Julio de 2017
1241,50 primaveras,7,28-07-2017,"Comedia, Drama",Blandine Lenoir,"Agnès Jaoui, Pascale Arbillot, Thibault de Montalembert","Blandine Lenoir, Jean-Luc Gaget",Francia,89 min.,,Surtsey Films,28 de Julio de 2017
1242,Inside,5,28-07-2017,"Terror, Thriller",Miguel Ángel Vivas,"Laura Harring, Rachel Nichols, Stany Coppet","Alexandre Bustillo, jaume balaguero, Julien Maury, Manu Diez",España,100 min.,,EOne Films,28 de Julio de 2017
1243,Tanna,7,28-07-2017,"Drama, Romance","Bentley Dean, Martin Butler","Marceline Rofit, Marie Wawa, Mungau Dain","Bentley Dean, John Collee, Martin Butler","Australia, Vanuatu",104 min.,,Alfa Pictures,28 de Julio de 2017
1244,Kedi (Gatos de Estambul),7,21-07-2017,Documental,Ceyda Torun,Bülent Üstün,,"Turquía, EE UU",79 min.,,Avalon,21 de Julio de 2017
1245,Sieranevada,10,21-07-2017,Drama,Cristi Puiu,"Bogdan Dumitrache, Judith State, Mimi Branescu",Cristi Puiu,"Rumania, Francia, Bosnia y Herzegovina, Croacia, Rep. Macedonia",173 min.,,Golem Distribución,21 de Julio de 2017
1246,Una noche fuera de control,5,21-07-2017,Comedia,Lucia Aniello,"Kate McKinnon, Paul W. Downs, Scarlett Johansson, Zoë Kravitz","Lucia Aniello, Paul W. Downs",EE UU,101 min.,,Sony Pictures España,21 de Julio de 2017
1247,A 47 metros,6,21-07-2017,"Aventura, Drama, Terror",Johannes Roberts,"Claire Holt, Mandy Moore, Matthew Modine",Johannes Roberts,"Reino Unido, EE UU Rep. Dominicana",89 min.,,Selecta Visión,21 de Julio de 2017
1248,Asuntos de familia,6,21-07-2017,Drama,Maha Haj,"Jihan Dermelkonian, Maisa Abd Elhadi, Ziad Bakri",Maha Haj,Israel,90 min.,,BTeam Pictures,21 de Julio de 2017
1249,Dunkerque,8,21-07-2017,"Acción, Drama, Histórica",Christopher Nolan,"Cillian Murphy, Kenneth Branagh, tom hardy",Christopher Nolan,"EE UU, Holanda, Francia, RU",107 min.,,Warner Bros.,21 de Julio de 2017
1250,El último virrey de la India,4,21-07-2017,"Biografía, Drama, Histórica",Gurinder Chadha,"Gillian Anderson, Hugh Bonneville, Michael Gambon","Gurinder Chadha, Moira Buffini, Paul Mayeda Berges","Reino Unido, India",106 min.,,Wanda Vision,21 de Julio de 2017
1251,Siete deseos,4,21-07-2017,"Fantasía, Terror, Thriller",John R. Leonetti,"Joey King, Ki Hong Lee, Ryan Phillippe",Barbara Marshall,EE UU,90 min.,,Filmax,21 de Julio de 2017
1252,Todo sobre el asado,6,21-07-2017,Documental,"Gastón Duprat, Mariano Cohn","Luis Caporossi, Oscar Bopp",Andrés Duprat,Argentina,86 min.,,Sherlock Films,21 de Julio de 2017
1253,El debut,7,14-07-2017,,Gabriel Olivares,"Eduard Alexandre, Raúl Peña","Gabriel Olivares, Jordi Farga, Miguel Albaladejo",España,63 min.,,Arte GB,14 de Julio de 2017
1254,Cita a ciegas con la vida,4,14-07-2017,"Biografía, Comedia, Drama",Marc Rothemund,"Kida Khodr Ramadan, Kostja Ullmann, Ludger Pistor","Oliver Ziegenbalg, Ruth Toma",Alemania,111 min.,,Flins y Pinículas,14 de Julio de 2017
1255,En la Vía Láctea,7,14-07-2017,Drama,Emir Kusturica,"Emir Kusturica, Monica Bellucci, Sloboda Micalovic",Emir Kusturica,"Serbia, RU, EE UU",125 min.,,Surtsey Films,14 de Julio de 2017
1256,Su mejor historia,6,14-07-2017,"Comedia, Drama, Romance",Lone Scherfig,"Bill Nighy, Gemma Arterton, Sam Claflin",Gaby Chiappe,"RU, Suecia",117 min.,,A Contracorriente Films,14 de Julio de 2017
1257,Cars 3,4,14-07-2017,"Animación, Aventura, Comedia",Brian Fee,"Armie Hammer, Chris Cooper, Owen Wilson","Bob Peterson, Kiel Murray, Mike Rich",EE UU,109 min.,,Disney,14 de Julio de 2017
1258,Un minuto de gloria,7,14-07-2017,Drama,"Kristina Grozeva, Petar Valchanov","Ana Bratoeva, Margita Gosheva, Stefan Denolyubov","Decho Taralezhkov, Kristina Grozeva, Petar Valchanov","Bulgaria, Grecia",101 min.,,La Aventura Audiovisual,14 de Julio de 2017
1259,Amor al primer nieto,4,14-07-2017,"Comedia, Romance",Anne Giafferi,"Alice de Lencquesaing, Isabelle Carré, Patrick Bruel",Anne Giafferi,Francia,91 min.,,VOD,14 de Julio de 2017
1260,La guerra del planeta de los simios,8,12-07-2017,"Acción, Bélica, Drama",Matt Reeves,"Andy Serkis, Steve Zahn, Woody Harrelson","Mark Bomback, Matt Reeves",EE UU,,,Fox,12 de Julio de 2017
1261,Día de patriotas,6,07-07-2017,"Crimen, Drama, Thriller",Peter Berg,"J.K. Simmons, Mark Wahlberg",,EE UU,123 min.,,EOne Films,07 de Julio de 2017
1262,Brava,6,07-07-2017,Drama,Roser Aguilar,"Bruno Todeschini, Emilio Gutiérrez Caba, Laia Marull","Alejandro Hernández, Roser Aguilar",España,91 min.,,World Line Cinema,07 de Julio de 2017
1263,Baby Driver,8,07-07-2017,"Acción, Comedia, Crimen, Drama",Edgar Wright,"Ansel Elgort, Jamie Foxx, Jon Hamm, kevin spacey, Lily James",Edgar Wright,EE UU,113 min.,,Sony Pictures España,07 de Julio de 2017
1264,El hombre del corazón de hierro,6,07-07-2017,"Acción, Biografía, Thriller",Cédric Jimenez,"Jack O'Connell, Jason Clarke, Mia Wasikowska, Rosamund Pike",Cédric Jimenez,"Francia, Reino Unido, Bélgica, EE UU",120 min.,,DeaPlaneta,07 de Julio de 2017
1265,El pastor,6,07-07-2017,Drama,Jonathan Cenzual Burley,"Alfonso Mendiguchía, Maribel Iglesias, Miguel Martín",Jonathan Cenzual Burley,España,98 min.,,,07 de Julio de 2017
1266,Estados Unidos del amor,8,07-07-2017,Drama,Tomasz Wasilewski,"Dorota Kolak, Julia Kijowska, Magdalena Cielecka",Tomasz Wasilewski,"Polonia, Suecia",106 min.,,Golem Distribución,07 de Julio de 2017
1267,Llega de noche,6,07-07-2017,"Misterio, Terror",Trey Edward Shults,"Carmen Ejogo, Christopher Abbott, Joel Edgerton",Trey Edward Shults,EE UU,91 min.,,Diamond Films,07 de Julio de 2017
1268,Prevenge,7,07-07-2017,"Comedia, Fantasía",Alice Lowe,"Alice Lowe, Gemma Whelan, Kate Dickie",Alice Lowe,,,,,07 de Julio de 2017
1269,The Love Witch,8,07-07-2017,"Comedia, Terror",Anna Biller,"Jeffrey Vincent Parise, Laura Waddell, Samantha Robinson",Anna Biller,EE UU,120 min.,,La Aventura Audiovisual,07 de Julio de 2017
1270,Tom of Finland,6,07-07-2017,"Biografía, Drama",Dome Karukoski,"Jakob Oftebro, Jessica Grabowsky, Jimmy Shaw","Aleksi Bardy, Dome Karukoski","Finlandia, Suecia, Dinamarca, EE UU, Alemania",115 min.,,Festival Films,07 de Julio de 2017
1271,Verano 1993,10,30-06-2017,"Drama, Familia",Carla Simón,"Bruna Cusí, David Verdaguer, Laia Artigas",Carla Simón,España,97 min.,,Avalon,30 de Junio de 2017
1272,Aurora (Jamais contente),6,30-06-2017,Drama,Emilie Deleuze,"Léna Magnien, Patricia Mazuy, Philippe Duquesne","Emilie Deleuze, Laurent Guyot, Marie Desplechin",Francia,90 min.,,VerCine,30 de Junio de 2017
1273,Colossal,8,30-06-2017,"Acción, Comedia, Drama",Nacho Vigalondo,"anne hathaway, Dan Stevens, Jason Sudeikis",Nacho Vigalondo,"EE UU, Canadá, España",109 min.,,Versus Entertainment,30 de Junio de 2017
1274,Despido procedente,6,30-06-2017,Comedia,Lucas Figueroa,"Darío Grandinetti, Hugo Silva, Imanol Arias",Lucas Figueroa,España,,,Super 8 Media,30 de Junio de 2017
1275,Gru 3. Mi villano favorito,7,30-06-2017,"Animación, Aventura, Comedia","Eric Guillon, Kyle Balda, Pierre Coffin","Kristen Wiig, Steve Carell, Steve Coogan","Cinco Paul, Ken Daurio",EE UU,96 min.,,Universal Pictures,30 de Junio de 2017
1276,En este rincón del mundo,9,30-06-2017,"Animación, Drama, Histórica",Sunao Katabuchi,"Megumi Han, Non, Yoshimasa Hosoya",Sunao Katabuchi,Japón,128 min.,,Selecta Visión,30 de Junio de 2017
1277,Los últimos días del artista: Afterimage,7,30-06-2017,"Biografía, Drama, Histórica",Andrzej Wajda,"Aleksandra Justa, Boguslaw Linda, Bronislawa Zamachowska",Andrzej Wajda,Polonia,98 min.,,Sherlock Films,30 de Junio de 2017
1278,Un don excepcional,6,30-06-2017,Drama,Marc Webb,"Chris Evans, Lindsay Duncan, Mckenna Grace, Octavia Spencer",Tom Flynn,EE UU,101 min.,,Fox,30 de Junio de 2017
1279,Una noche con mi exsuegro,6,30-06-2017,Comedia,Gavin Wiesen,"Analeigh Tipton, Emile Hirsch, J.K. Simmons",Seth W. Owen,EE UU,86 min.,,Paycom Cinema,30 de Junio de 2017
1280,Okja,8,28-06-2017,"Aventura, Drama, Fantasía",Bong Joon-ho,"Jake Gyllenhaal, Lily Collins, Paul Dano, Steven Yeun, Tilda Swinton",Bong Joon-ho,"EE UU, Corea del Sur",118 min.,,Netflix,28 de Junio de 2017
1281,Hermanos del viento,6,23-06-2017,"Aventura, Drama, Familia","Gerardo Olivares, Otmar Penker","Jean Reno, Manuel Camacho, Tobias Moretti",,Austria,98 min.,,Wanda Vision,23 de Junio de 2017
1282,La película de nuestra vida,7,23-06-2017,"Comedia, Drama",Enrique Baró Ubach,"Francesc Garrido, Nao Albet, Teodoro Baró",Enrique Baró Ubach,España,81 min.,,Márgenes Distribución,23 de Junio de 2017
1283,Maudie,7,23-06-2017,"Biografía, Drama, Romance",Aisling Walsh,"Ethan Hawke, Kari Matchett, Sally Hawkins",Sherry White,"Irlanda, Canadá",115 min.,,Karma Films,23 de Junio de 2017
1284,Wonder Woman,8,23-06-2017,"Acción, Aventura, Bélica",Patty Jenkins,"Chris Pine, Gal Gadot, Robin Wright","Allan Heinberg, Jason Fuchs, Zack Snyder","EE UU, China, Hong Kong",141 min.,,Warner Bros.,23 de Junio de 2017
1285,La casa de la esperanza,4,23-06-2017,"Biografía, Drama, Histórica",Niki Caro,"Daniel Brühl, Jessica Chastain, Johan Heldenbergh",Angela Workman,"Rep. Checa, Reino Unido, EE UU",127 min.,,EOne Films,23 de Junio de 2017
1286,Selfie,7,23-06-2017,"Comedia, Drama",Víctor García León,"Alicia Rubio, Macarena Sanz, Santiago Alverú",Víctor García León,España,89 min.,,Vértigo Films España,23 de Junio de 2017
1287,Animal de compañía,4,16-06-2017,"Terror, Thriller",Carles Torrens,"Dominic Monaghan, Jennette McCurdy, Ksenia Solo",Jeremy Slater,"España, EE UU",94 min.,,La Aventura Audiovisual,16 de Junio de 2017
1288,Chavela,6,16-06-2017,Documental,"Catherine Gund, Daresha Kyi",,,"EE UU, México, España",90 min.,,Syldavia Cinema,16 de Junio de 2017
1289,Cartas de la guerra,7,16-06-2017,Drama,Ivo Ferreira,"Margarida Vila-Nova, Miguel Nunes, Ricardo Pereira","Edgar Medina, Ivo Ferreira",Portugal,105 min.,,Golem Distribución,16 de Junio de 2017
1290,Júlia Ist,8,16-06-2017,Drama,Elena Martín,"Carla Linares, Elena Martín, Jakob D'Aprile","Elena Martín, Maria Castellví, Marta Cruañas, Pol Rebaque",España,90 min.,,Avalon,16 de Junio de 2017
1291,I Am Not a Serial Killer,5,16-06-2017,"Drama, Terror, Thriller",Billy O'Brien,"Christopher Lloyd, Laura Fraser, Max Records","Billy O'Brien, Christopher Hyde","Irlanda, Reino Unido",104 min.,,A Contracorriente Films,16 de Junio de 2017
1292,La vida de Anna,7,16-06-2017,Drama,Nino Basilia,Ekaterine Demetradze,Nino Basilia,Georgia,108 min.,,European Dream Factory,16 de Junio de 2017
1293,París puede esperar,7,16-06-2017,"Comedia, Drama, Romance",Eleanor Coppola,"Alec Baldwin, Arnaud Viard, Diane Lane",Eleanor Coppola,EE UU,92 min.,,Filmax,16 de Junio de 2017
1294,"Señor, dame paciencia",5,16-06-2017,Comedia,Álvaro Díaz Lorenzo,"Eduardo Casanova, Megan Montaner, Rossy de Palma",Álvaro Díaz Lorenzo,España,91 min.,,Warner Bros.,16 de Junio de 2017
1295,La mujer del animal,6,16-06-2017,Drama,Víctor Gaviria,"Jesús Vásquez, Natalia Polo, Tito Alexander Gomez",Víctor Gaviria,Colombia,120 min.,,Cinemaran,16 de Junio de 2017
1296,American Pastoral,4,09-06-2017,"Crimen, Drama",Ewan McGregor,"Dakota Fanning, Ewan McGregor, Jennifer Connelly",John Romano,EE UU,108 min.,,Tripictures,09 de Junio de 2017
1297,Capitán Calzoncillos: Su primer peliculón,6,09-06-2017,"Acción, Animación, Aventura",David Soren,,Nicholas Stoller,EE UU,,,Fox,09 de Junio de 2017
1298,El sueño de Gabrielle,6,09-06-2017,"Drama, Romance",Nicole Garcia,"Àlex Brendemühl, Louis Garrel, Marion Cotillard","Jacques Fieschi, Nicole Garcia","Canadá, Francia, Bélgica",120 min.,,Festival Films,09 de Junio de 2017
1299,Pieles,9,09-06-2017,Drama,Eduardo Casanova,,Eduardo Casanova,España,77 min.,,Premium Cine,09 de Junio de 2017
1300,Testigo,7,09-06-2017,"Crimen, Thriller",Thomas Kruithof,"Denis Podalydès, François Cluzet, Sami Bouajila",Thomas Kruithof,"Francia, Bélgica",88 min.,,Surtsey Films,09 de Junio de 2017
1301,Clash,8,02-06-2017,"Drama, Thriller",Mohamed Diab,"El Sebaii Mohamed, Hani Adel, Nelly Karim","Khaled Diab, Mohamed Diab","Egipto, Francia",97 min.,,Golem Distribución,02 de Junio de 2017
1302,La cara oculta de la luna,5,02-06-2017,"Misterio, Terror, Thriller",Stephan Rick,"Jürgen Prochnow, Moritz Bleibtreu, Nora von Waldstätten","Catharina Junk, David Marconi, Stephan Rick","Alemania, Luxemburgo",98 min.,,Cada Films,02 de Junio de 2017
1303,La promesa,6,02-06-2017,"Drama, Histórica",Terry George,"Charlotte Le Bon, Christian Bale, Oscar Isaac","Robin Swicord, Terry George","España, EE UU",133 min.,,EOne Films,02 de Junio de 2017
1304,Marie Curie,6,02-06-2017,"Biografía, Drama, Romance",Marie Noelle,"Arieh Worthalter, arolina Gruszka, Charles Berling","Andrea Stoll, Marie Noelle","Polonia, Alemania, Francia",100 min.,,Betta Pictures,02 de Junio de 2017
1305,Mil cosas que haría por ti,5,02-06-2017,Comedia,Dídac Cervera,"Cristina Brondo, Jordi Vilches, Peter Vives","Dídac Cervera, Joan Sanz",España,,,Alfa Pictures,02 de Junio de 2017
1306,"Norman, el hombre que lo conseguía todo",6,02-06-2017,"Drama, Thriller",Joseph Cedar,"Charlotte Gaingsbourg, Michael Sheen, Richard Gere",Joseph Cedar,"Israel, EE UU",118 min.,,A Contracorriente Films,02 de Junio de 2017
1307,Correspondencias,7,02-06-2017,Drama,Rita Azevedo Gomes,"Luís Miguel Cintra, Mário Barroso, Tânia Dinis",Rita Azevedo Gomes,Portugal,145 min.,,Numax Distribución,02 de Junio de 2017
1308,El rey de los belgas,5,26-05-2017,"Comedia, Drama","Jessica Woodworth, Peter Brosens","Lucie Debay, Peter Van den Begin, Titus De Voogdt",Peter Brosens,"Bélgica, Holanda, Bulgaria",94 min.,,Splendor Films España,26 de Mayo de 2017
1309,"Las películas de mi vida, por Bertrand Tavernier",10,26-05-2017,Documental,Bertrand Tavernier,,,Francia,190 min.,,Sherlock Films,26 de Mayo de 2017
1310,Entre los dos,6,26-05-2017,"Comedia, Drama",Mark Noonan,"Patrick McQuaid, Patrick Murray, Thomas Legget",Mark Noonan,Irlanda,81 min.,,VerCine,26 de Mayo de 2017
1311,Las confesiones,6,26-05-2017,"Drama, Thriller",Roberto Andò,"Daniel Auteuil, Pierfrancesco Favino, Toni Servillo","Angelo Pasquini, Roberto Andò","Italia, Francia",108 min.,,Wanda Vision,26 de Mayo de 2017
1312,Me casé con un boludo,4,26-05-2017,"Comedia, Romance",Juan Taratuto,"Adrián Suar, Gerardo Romano, Valeria Bertuccelli",Pablo Solarz,Argentina,100 min.,,A Contracorriente Films,26 de Mayo de 2017
1313,"Nagasaki, recuerdos de mi hijo",4,26-05-2017,Drama,Yôji Yamada,"Haru Kuroki, Kazunari Ninomiya, Sayuri Yoshinaga",Yôji Yamada,Japón,130 min.,,Mediatres Estudio,26 de Mayo de 2017
